Time[ms],BATT[V],5V[V],RADIO[V],PT1[psi],PT2[psi],PT3[psi],PT4[psi],PT5[psi],PT6[psi],LC[lbf],C1,C2,FILL,VENT,MOV,ARM,PY1,PY2
132059,8.15,5.14,3.32,572.32,7.21,0.06,509.48,0.00,0.00,0.05,0,0,1,0,0,1,0,0
132148,8.13,5.17,3.32,574.86,9.75,2.52,517.06,0.00,0.00,0.04,0,0,1,0,0,1,0,0
132237,8.09,5.14,3.30,572.32,4.67,0.06,509.48,0.00,0.00,0.02,0,0,1,0,0,1,0,0
132326,8.15,5.14,3.31,572.32,9.75,2.52,519.58,0.00,0.00,0.02,0,0,1,0,0,1,0,0
132415,8.15,5.14,3.30,572.32,7.21,0.06,522.10,0.00,0.00,0.02,0,0,1,0,0,1,0,0
132504,8.15,5.15,3.32,574.86,7.21,0.06,519.58,0.00,0.00,0.01,0,0,1,0,0,1,0,0
132593,8.09,5.14,3.30,572.32,7.21,-2.40,514.53,0.00,0.00,-0.01,0,0,1,0,0,1,0,0
132682,8.13,5.16,3.31,572.32,9.75,2.52,517.06,0.00,0.00,-0.03,0,0,1,0,0,1,0,0
132771,8.11,5.14,3.31,572.32,7.21,0.06,509.48,0.00,0.00,-0.02,0,0,1,0,0,1,0,0
132860,8.11,5.14,3.31,572.32,7.21,0.06,519.58,0.00,0.00,-0.04,0,0,1,0,0,1,0,0
132948,8.13,5.15,3.32,572.32,7.21,0.06,506.96,0.00,0.00,-0.05,0,0,1,0,0,1,0,0
133037,8.13,5.16,3.32,569.79,7.21,2.52,517.06,0.00,0.00,-0.03,0,0,1,0,0,1,0,0
133126,8.13,5.14,3.31,572.32,7.21,2.52,522.10,0.00,0.00,-0.05,0,0,1,0,0,1,0,0
133215,8.09,5.14,3.32,572.32,7.21,0.06,517.06,0.00,0.00,-0.09,0,0,1,0,0,1,0,0
133304,8.13,5.14,3.31,572.32,7.21,2.52,522.10,0.00,0.00,-0.10,0,0,1,0,0,1,0,0
133393,8.15,5.13,3.30,574.86,9.75,0.06,522.10,0.00,0.00,-0.11,0,0,1,0,0,1,0,0
133482,8.15,5.16,3.32,572.32,7.21,2.52,517.06,0.00,0.00,-0.13,0,0,1,0,0,1,0,0
133571,8.11,5.14,3.30,569.79,7.21,-2.40,512.01,0.00,0.00,-0.14,0,0,1,0,0,1,0,0
133660,8.11,5.14,3.31,572.32,9.75,2.52,522.10,0.00,0.00,-0.15,0,0,1,0,0,1,0,0
133749,8.13,5.15,3.31,574.86,7.21,0.06,514.53,0.00,0.00,-0.17,0,0,1,0,0,1,0,0
133838,8.13,5.16,3.32,569.79,7.21,0.06,519.58,0.00,0.00,-0.18,0,0,1,0,0,1,0,0
133927,8.13,5.14,3.31,569.79,9.75,0.06,527.15,0.00,0.00,-0.17,0,0,1,0,0,1,0,0
134016,8.16,5.15,3.31,569.79,9.75,0.06,524.63,0.00,0.00,-0.19,0,0,1,0,0,1,0,0
134105,8.13,5.17,3.32,572.32,9.75,2.52,514.53,0.00,0.00,-0.21,0,0,1,0,0,1,0,0
134194,8.15,5.15,3.31,572.32,9.75,2.52,514.53,0.00,0.00,-0.22,0,0,1,0,0,1,0,0
134283,8.11,5.14,3.31,569.79,7.21,0.06,514.53,0.00,0.00,-0.19,0,0,1,0,0,1,0,0
134372,8.15,5.15,3.32,569.79,7.21,0.06,512.01,0.00,0.00,-0.20,0,0,1,0,0,1,0,0
134461,8.15,5.16,3.32,572.32,9.75,2.52,519.58,0.00,0.00,-0.24,0,0,1,0,0,1,0,0
134550,8.09,5.14,3.30,572.32,7.21,0.06,522.10,0.00,0.00,-0.25,0,0,1,0,0,1,0,0
134639,8.15,5.14,3.31,569.79,9.75,2.52,522.10,0.00,0.00,-0.26,0,0,1,0,0,1,0,0
134728,8.16,5.15,3.30,569.79,7.21,0.06,524.63,0.00,0.00,-0.27,0,0,1,0,0,1,0,0
134738,8.11,5.14,3.30,567.25,7.21,-2.40,514.53,0.00,0.00,-0.27,0,0,1,0,0,1,0,0
134817,8.13,5.16,3.32,569.79,7.21,0.06,517.06,0.00,0.00,-0.28,0,0,1,0,0,1,0,0
134906,8.13,5.15,3.31,569.79,7.21,2.52,517.06,0.00,0.00,-0.30,0,0,1,0,0,1,0,0
134995,8.13,5.16,3.31,569.79,7.21,2.52,514.53,0.00,0.00,-0.30,0,0,1,0,0,1,0,0
135084,8.13,5.14,3.31,569.79,9.75,2.52,522.10,0.00,0.00,-0.31,0,0,1,0,0,1,0,0
135173,8.09,5.15,3.31,569.79,7.21,2.52,522.10,0.00,0.00,-0.32,0,0,1,0,0,1,0,0
135262,8.13,5.15,3.32,572.32,9.75,2.52,517.06,0.00,0.00,-0.34,0,0,1,0,0,1,0,0
135351,8.13,5.15,3.32,569.79,7.21,0.06,517.06,0.00,0.00,-0.35,0,0,1,0,0,1,0,0
135440,8.15,5.15,3.31,567.25,7.21,2.52,517.06,0.00,0.00,-0.37,0,0,1,0,0,1,0,0
135450,8.15,5.17,3.32,572.32,7.21,2.52,517.06,0.00,0.00,-0.37,0,0,1,0,0,1,0,0
135528,8.13,5.14,3.32,567.25,7.21,0.06,512.01,0.00,0.00,-0.39,0,0,1,0,0,1,0,0
135617,8.09,5.15,3.32,569.79,7.21,0.06,519.58,0.00,0.00,-0.39,0,0,1,0,0,1,0,0
135706,8.11,5.14,3.32,569.79,7.21,0.06,509.48,0.00,0.00,-0.39,0,0,1,0,0,1,0,0
135795,8.11,5.15,3.31,567.25,7.21,0.06,512.01,0.00,0.00,-0.40,0,0,1,0,0,1,0,0
135884,8.11,5.14,3.30,569.79,7.21,0.06,519.58,0.00,0.00,-0.43,0,0,1,0,0,1,0,0
135973,8.13,5.15,3.32,569.79,9.75,4.99,519.58,0.00,0.00,-0.44,0,0,1,0,0,1,0,0
136062,8.13,5.16,3.30,569.79,7.21,0.06,517.06,0.00,0.00,-0.43,0,0,1,0,0,1,0,0
136151,8.11,5.14,3.31,567.25,7.21,0.06,509.48,0.00,0.00,-0.45,0,0,1,0,0,1,0,0
136240,8.13,5.16,3.32,567.25,7.21,2.52,519.58,0.00,0.00,-0.47,0,0,1,0,0,1,0,0
136329,8.11,5.14,3.31,567.25,9.75,0.06,519.58,0.00,0.00,-0.48,0,0,1,0,0,1,0,0
136418,8.13,5.17,3.32,569.79,9.75,0.06,519.58,0.00,0.00,-0.47,0,0,1,0,0,1,0,0
136507,8.15,5.15,3.32,569.79,7.21,0.06,512.01,0.00,0.00,-0.49,0,0,1,0,0,1,0,0
136596,8.11,5.14,3.31,567.25,7.21,0.06,514.53,0.00,0.00,-0.50,0,0,1,0,0,1,0,0
136685,8.13,5.15,3.31,567.25,9.75,2.52,517.06,0.00,0.00,-0.51,0,0,1,0,0,1,0,0
136774,8.15,5.15,3.32,567.25,7.21,4.99,519.58,0.00,0.00,-0.53,0,0,1,0,0,1,0,0
136863,8.11,5.14,3.32,567.25,7.21,-2.40,514.53,0.00,0.00,-0.55,0,0,1,0,0,1,0,0
136952,8.15,5.14,3.31,567.25,9.75,2.52,522.10,0.00,0.00,-0.55,0,0,1,0,0,1,0,0
137041,8.09,5.14,3.29,567.25,4.67,0.06,506.96,0.00,0.00,-0.56,0,0,1,0,0,1,0,0
137130,8.15,5.17,3.32,569.79,7.21,2.52,517.06,0.00,0.00,-0.56,0,0,1,0,0,1,0,0
137219,8.16,5.15,3.30,569.79,9.75,2.52,512.01,0.00,0.00,-0.58,0,0,1,0,0,1,0,0
137308,8.16,5.14,3.31,567.25,9.75,2.52,517.06,0.00,0.00,-0.60,0,0,1,0,0,1,0,0
137397,8.13,5.15,3.32,567.25,7.21,2.52,517.06,0.00,0.00,-0.60,0,0,1,0,0,1,0,0
137486,8.13,5.15,3.31,567.25,7.21,0.06,517.06,0.00,0.00,-0.62,0,0,1,0,0,1,0,0
137575,8.13,5.14,3.31,562.18,7.21,2.52,524.63,0.00,0.00,-0.64,0,0,1,0,0,1,0,0
137664,8.11,5.15,3.31,567.25,7.21,2.52,519.58,0.00,0.00,-0.65,0,0,1,0,0,1,0,0
137753,8.13,5.16,3.32,569.79,9.75,2.52,519.58,0.00,0.00,-0.65,0,0,1,0,0,1,0,0
137842,8.13,5.16,3.31,567.25,9.75,0.06,522.10,0.00,0.00,-0.66,0,0,1,0,0,1,0,0
137931,8.13,5.14,3.31,567.25,7.21,0.06,517.06,0.00,0.00,-0.67,0,0,1,0,0,1,0,0
138020,8.13,5.17,3.32,567.25,9.75,0.06,517.06,0.00,0.00,-0.69,0,0,1,0,0,1,0,0
138108,8.16,5.14,3.31,564.71,7.21,0.06,512.01,0.00,0.00,-0.69,0,0,1,0,0,1,0,0
138220,8.13,5.14,3.31,564.71,7.21,0.06,512.01,0.00,0.00,-0.70,0,0,1,0,0,1,0,0
138286,8.13,5.16,3.32,567.25,9.75,0.06,517.06,0.00,0.00,-0.74,0,0,1,0,0,1,0,0
138398,8.13,5.14,3.31,564.71,7.21,0.06,519.58,0.00,0.00,-0.74,0,0,1,0,0,1,0,0
138489,8.13,5.16,3.32,564.71,7.21,2.52,519.58,0.00,0.00,-0.75,0,0,1,0,0,1,0,0
138553,8.11,5.15,3.31,567.25,9.75,2.52,519.58,0.00,0.00,-0.77,0,0,1,0,0,1,0,0
138665,8.13,5.14,3.31,567.25,7.21,2.52,519.58,0.00,0.00,-0.77,0,0,1,0,0,1,0,0
138756,8.15,5.15,3.31,564.71,9.75,2.52,517.06,0.00,0.00,-0.77,0,0,1,0,0,1,0,0
138820,8.11,5.15,3.31,567.25,9.75,0.06,519.58,0.00,0.00,-0.78,0,0,1,0,0,1,0,0
138932,8.15,5.15,3.31,564.71,7.21,0.06,527.15,0.00,0.00,-0.78,0,0,1,0,0,1,0,0
139023,8.13,5.17,3.32,564.71,9.75,0.06,519.58,0.00,0.00,-0.79,0,0,1,0,0,1,0,0
139087,8.13,5.14,3.31,564.71,7.21,0.06,514.53,0.00,0.00,-0.80,0,0,1,0,0,1,0,0
139199,8.13,5.15,3.32,564.71,7.21,0.06,512.01,0.00,0.00,-0.83,0,0,1,0,0,1,0,0
139290,8.13,5.15,3.31,564.71,7.21,2.52,512.01,0.00,0.00,-0.84,0,0,1,0,0,1,0,0
139354,8.11,5.14,3.31,562.18,7.21,-2.40,509.48,0.00,0.00,-0.86,0,0,1,0,0,1,0,0
139466,8.15,5.16,3.31,564.71,9.75,2.52,517.06,0.00,0.00,-0.89,0,0,1,0,0,1,0,0
139557,8.13,5.16,3.32,564.71,9.75,2.52,519.58,0.00,0.00,-0.88,0,0,1,0,0,1,0,0
139621,8.13,5.14,3.31,564.71,7.21,2.52,522.10,0.00,0.00,-0.88,0,0,1,0,0,1,0,0
139733,8.13,5.16,3.32,564.71,9.75,2.52,519.58,0.00,0.00,-0.91,0,0,1,0,0,1,0,0
139824,8.11,5.14,3.31,562.18,7.21,0.06,517.06,0.00,0.00,-0.90,0,0,1,0,0,1,0,0
139888,8.13,5.15,3.31,564.71,9.75,2.52,517.06,0.00,0.00,-0.90,0,0,1,0,0,1,0,0
140000,8.15,5.15,3.31,564.71,7.21,0.06,517.06,0.00,0.00,-0.93,0,0,1,0,0,1,0,0
140090,8.11,5.14,3.31,564.71,7.21,0.06,512.01,0.00,0.00,-0.96,0,0,1,0,0,1,0,0
140155,8.13,5.16,3.31,564.71,7.21,2.52,517.06,0.00,0.00,-0.99,0,0,1,0,0,1,0,0
140265,8.13,5.16,3.32,564.71,9.75,2.52,517.06,0.00,0.00,-0.99,0,0,1,0,0,1,0,0
140356,8.15,5.14,3.31,559.64,7.21,0.06,512.01,0.00,0.00,-0.98,0,0,1,0,0,1,0,0
140422,8.16,5.15,3.31,564.71,9.75,2.52,517.06,0.00,0.00,-1.00,0,0,1,0,0,1,0,0
140532,8.11,5.14,3.31,562.18,7.21,2.52,514.53,0.00,0.00,-1.01,0,0,1,0,0,1,0,0
140623,8.13,5.15,3.32,562.18,7.21,2.52,519.58,0.00,0.00,-1.00,0,0,1,0,0,1,0,0
140688,8.15,5.15,3.31,564.71,7.21,0.06,512.01,0.00,0.00,-1.02,0,0,1,0,0,1,0,0
140778,8.11,5.14,3.31,562.18,7.21,0.06,522.10,0.00,0.00,-1.05,0,0,1,0,0,1,0,0
140788,8.13,5.14,3.31,564.71,9.75,2.52,522.10,0.00,0.00,-1.05,0,0,1,0,0,1,0,0
140866,8.15,5.17,3.32,564.71,9.75,2.52,519.58,0.00,0.00,-1.06,0,0,1,0,0,1,0,0
140955,8.11,5.15,3.32,562.18,7.21,0.06,514.53,0.00,0.00,-1.04,0,0,1,0,0,1,0,0
141066,8.11,5.14,3.31,562.18,7.21,0.06,524.63,0.00,0.00,-1.05,0,0,1,0,0,1,0,0
141133,8.13,5.16,3.32,562.18,9.75,2.52,519.58,0.00,0.00,-1.08,0,0,1,0,0,1,0,0
141222,8.15,5.14,3.31,562.18,9.75,2.52,524.63,0.00,0.00,-1.07,0,0,1,0,0,1,0,0
141311,8.15,5.14,3.31,562.18,7.21,0.06,519.58,0.00,0.00,-1.10,0,0,1,0,0,1,0,0
141400,8.13,5.16,3.32,562.18,4.67,0.06,509.48,0.00,0.00,-1.11,0,0,1,0,0,1,0,0
141512,8.11,5.14,3.31,562.18,7.21,0.06,509.48,0.00,0.00,-1.13,0,0,1,0,0,1,0,0
141578,8.13,5.16,3.32,562.18,9.75,2.52,519.58,0.00,0.00,-1.15,0,0,1,0,0,1,0,0
141667,8.13,5.15,3.32,562.18,7.21,0.06,517.06,0.00,0.00,-1.14,0,0,1,0,0,1,0,0
141756,8.15,5.14,3.31,562.18,7.21,0.06,517.06,0.00,0.00,-1.14,0,0,1,0,0,1,0,0
141845,8.15,5.14,3.31,562.18,9.75,0.06,519.58,0.00,0.00,-1.16,0,0,1,0,0,1,0,0
141934,8.11,5.14,3.31,562.18,7.21,0.06,517.06,0.00,0.00,-1.16,0,0,1,0,0,1,0,0
142023,8.13,5.15,3.31,562.18,9.75,2.52,522.10,0.00,0.00,-1.17,0,0,1,0,0,1,0,0
142112,8.13,5.16,3.32,562.18,9.75,2.52,517.06,0.00,0.00,-1.17,0,0,1,0,0,1,0,0
142201,8.11,5.14,3.31,562.18,7.21,0.06,517.06,0.00,0.00,-1.16,0,0,1,0,0,1,0,0
142290,8.11,5.14,3.32,562.18,7.21,0.06,512.01,0.00,0.00,-1.20,0,0,1,0,0,1,0,0
142379,8.16,5.15,3.32,559.64,7.21,0.06,517.06,0.00,0.00,-1.22,0,0,1,0,0,1,0,0
142468,8.11,5.14,3.31,562.18,9.75,2.52,522.10,0.00,0.00,-1.26,0,0,1,0,0,1,0,0
142557,8.11,5.14,3.32,559.64,7.21,0.06,517.06,0.00,0.00,-1.25,0,0,1,0,0,1,0,0
142646,8.11,5.15,3.31,559.64,4.67,0.06,509.48,0.00,0.00,-1.24,0,0,1,0,0,1,0,0
142735,8.13,5.17,3.32,562.18,7.21,2.52,517.06,0.00,0.00,-1.27,0,0,1,0,0,1,0,0
142824,8.13,5.17,3.32,562.18,9.75,2.52,514.53,0.00,0.00,-1.29,0,0,1,0,0,1,0,0
142913,8.13,5.15,3.32,562.18,9.75,2.52,519.58,0.00,0.00,-1.29,0,0,1,0,0,1,0,0
143002,8.13,5.14,3.32,559.64,7.21,2.52,519.58,0.00,0.00,-1.28,0,0,1,0,0,1,0,0
143090,8.13,5.15,3.32,559.64,7.21,0.06,519.58,0.00,0.00,-1.28,0,0,1,0,0,1,0,0
143180,8.15,5.14,3.29,562.18,7.21,2.52,524.63,0.00,0.00,-1.31,0,0,1,0,0,1,0,0
143268,8.15,5.14,3.32,562.18,9.75,0.06,519.58,0.00,0.00,-1.30,0,0,1,0,0,1,0,0
143357,8.11,5.14,3.30,559.64,7.21,2.52,514.53,0.00,0.00,-1.31,0,0,1,0,0,1,0,0
143446,8.13,5.14,3.31,562.18,4.67,0.06,514.53,0.00,0.00,-1.34,0,0,1,0,0,1,0,0
143535,8.11,5.15,3.30,562.18,9.75,2.52,519.58,0.00,0.00,-1.33,0,0,1,0,0,1,0,0
143624,8.13,5.15,3.31,562.18,7.21,0.06,512.01,0.00,0.00,-1.34,0,0,1,0,0,1,0,0
143713,8.13,5.14,3.31,557.10,7.21,0.06,509.48,0.00,0.00,-1.33,0,0,1,0,0,1,0,0
143802,8.13,5.14,3.31,559.64,7.21,2.52,522.10,0.00,0.00,-1.36,0,0,1,0,0,1,0,0
143891,8.13,5.17,3.32,559.64,7.21,2.52,514.53,0.00,0.00,-1.38,0,0,1,0,0,1,0,0
143980,8.13,5.16,3.32,559.64,4.67,0.06,517.06,0.00,0.00,-1.36,0,0,1,0,0,1,0,0
144069,8.16,5.14,3.31,559.64,7.21,2.52,517.06,0.00,0.00,-1.37,0,0,1,0,0,1,0,0
144158,8.15,5.15,3.32,559.64,7.21,2.52,519.58,0.00,0.00,-1.38,0,0,1,0,0,1,0,0
144247,8.15,5.16,3.32,559.64,9.75,2.52,514.53,0.00,0.00,-1.40,0,0,1,0,0,1,0,0
144336,8.11,5.14,3.30,559.64,7.21,2.52,524.63,0.00,0.00,-1.43,0,0,1,0,0,1,0,0
144425,8.13,5.15,3.31,559.64,9.75,2.52,517.06,0.00,0.00,-1.43,0,0,1,0,0,1,0,0
144514,8.15,5.14,3.32,559.64,9.75,0.06,519.58,0.00,0.00,-1.44,0,0,1,0,0,1,0,0
144603,8.13,5.15,3.31,559.64,9.75,0.06,519.58,0.00,0.00,-1.45,0,0,1,0,0,1,0,0
144692,8.15,5.15,3.31,559.64,9.75,2.52,517.06,0.00,0.00,-1.45,0,0,1,0,0,1,0,0
144781,8.11,5.14,3.31,559.64,7.21,0.06,514.53,0.00,0.00,-1.48,0,0,1,0,0,1,0,0
144870,8.13,5.15,3.32,559.64,9.75,2.52,519.58,0.00,0.00,-1.50,0,0,1,0,0,1,0,0
144959,8.15,5.14,3.31,557.10,7.21,0.06,512.01,0.00,0.00,-1.51,0,0,1,0,0,1,0,0
144969,8.13,5.15,3.31,559.64,7.21,2.52,514.53,0.00,0.00,-1.51,0,0,1,0,0,1,0,0
145048,8.15,5.14,3.31,559.64,7.21,0.06,512.01,0.00,0.00,-1.50,0,0,1,0,0,1,0,0
145058,8.13,5.15,3.31,557.10,7.21,-2.40,506.96,0.00,0.00,-1.50,0,0,1,0,0,1,0,0
145137,8.13,5.16,3.32,554.57,7.21,0.06,517.06,0.00,0.00,-1.51,0,0,1,0,0,1,0,0
145226,8.11,5.14,3.31,557.10,7.21,0.06,517.06,0.00,0.00,-1.53,0,0,1,0,0,1,0,0
145315,8.13,5.15,3.32,557.10,9.75,0.06,514.53,0.00,0.00,-1.52,0,0,1,0,0,1,0,0
145325,8.13,5.15,3.31,557.10,9.75,0.06,512.01,0.00,0.00,-1.52,0,0,1,0,0,1,0,0
145404,8.13,5.17,3.32,559.64,7.21,2.52,517.06,0.00,0.00,-1.54,0,0,1,0,0,1,0,0
145493,8.15,5.14,3.31,557.10,7.21,0.06,512.01,0.00,0.00,-1.55,0,0,1,0,0,1,0,0
145582,8.13,5.16,3.32,557.10,7.21,0.06,517.06,0.00,0.00,-1.55,0,0,1,0,0,1,0,0
145670,8.15,5.13,3.31,557.10,7.21,0.06,522.10,0.00,0.00,-1.55,0,0,1,0,0,1,0,0
145760,8.13,5.17,3.31,559.64,9.75,2.52,517.06,0.00,0.00,-1.57,0,0,1,0,0,1,0,0
145848,8.13,5.15,3.31,557.10,9.75,2.52,517.06,0.00,0.00,-1.57,0,0,1,0,0,1,0,0
145937,8.13,5.14,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.57,0,0,1,0,0,1,0,0
146026,8.13,5.15,3.31,554.57,7.21,2.52,514.53,0.00,0.00,-1.60,0,0,1,0,0,1,0,0
146115,8.13,5.17,3.32,557.10,9.75,2.52,514.53,0.00,0.00,-1.63,0,0,1,0,0,1,0,0
146204,8.13,5.14,3.31,557.10,4.67,0.06,509.48,0.00,0.00,-1.65,0,0,1,0,0,1,0,0
146215,8.13,5.16,3.32,557.10,9.75,2.52,519.58,0.00,0.00,-1.65,0,0,1,0,0,1,0,0
146293,8.13,5.16,3.32,559.64,9.75,2.52,517.06,0.00,0.00,-1.65,0,0,1,0,0,1,0,0
146382,8.11,5.14,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.66,0,0,1,0,0,1,0,0
146493,8.13,5.16,3.32,557.10,7.21,0.06,519.58,0.00,0.00,-1.66,0,0,1,0,0,1,0,0
146560,8.11,5.15,3.31,557.10,9.75,2.52,517.06,0.00,0.00,-1.66,0,0,1,0,0,1,0,0
146649,8.13,5.14,3.31,557.10,7.21,2.52,519.58,0.00,0.00,-1.68,0,0,1,0,0,1,0,0
146738,8.15,5.14,3.31,557.10,9.75,2.52,514.53,0.00,0.00,-1.68,0,0,1,0,0,1,0,0
146827,8.11,5.15,3.31,557.10,9.75,2.52,514.53,0.00,0.00,-1.68,0,0,1,0,0,1,0,0
146916,8.13,5.15,3.31,554.57,7.21,2.52,514.53,0.00,0.00,-1.68,0,0,1,0,0,1,0,0
147005,8.13,5.16,3.32,557.10,9.75,2.52,514.53,0.00,0.00,-1.71,0,0,1,0,0,1,0,0
147094,8.11,5.14,3.31,554.57,7.21,0.06,509.48,0.00,0.00,-1.73,0,0,1,0,0,1,0,0
147183,8.13,5.16,3.32,554.57,7.21,2.52,514.53,0.00,0.00,-1.74,0,0,1,0,0,1,0,0
147193,8.13,5.15,3.31,554.57,7.21,0.06,514.53,0.00,0.00,-1.74,0,0,1,0,0,1,0,0
147272,8.13,5.16,3.32,554.57,7.21,2.52,517.06,0.00,0.00,-1.76,0,0,1,0,0,1,0,0
147361,8.13,5.14,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.75,0,0,1,0,0,1,0,0
147450,8.13,5.17,3.32,557.10,9.75,0.06,517.06,0.00,0.00,-1.78,0,0,1,0,0,1,0,0
147539,8.13,5.17,3.31,554.57,9.75,2.52,519.58,0.00,0.00,-1.80,0,0,1,0,0,1,0,0
147628,8.13,5.14,3.31,554.57,7.21,0.06,517.06,0.00,0.00,-1.79,0,0,1,0,0,1,0,0
147717,8.15,5.16,3.32,554.57,9.75,2.52,517.06,0.00,0.00,-1.81,0,0,1,0,0,1,0,0
147806,8.11,5.14,3.31,554.57,7.21,0.06,514.53,0.00,0.00,-1.81,0,0,1,0,0,1,0,0
147895,8.11,5.15,3.31,554.57,7.21,0.06,514.53,0.00,0.00,-1.80,0,0,1,0,0,1,0,0
147984,8.13,5.15,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.83,0,0,1,0,0,1,0,0
148072,8.13,5.14,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.83,0,0,1,0,0,1,0,0
148161,8.15,5.15,3.31,554.57,9.75,2.52,514.53,0.00,0.00,-1.83,0,0,1,0,0,1,0,0
148250,8.13,5.15,3.31,557.10,7.21,2.52,512.01,0.00,0.00,-1.85,0,0,1,0,0,1,0,0
148339,8.11,5.14,3.31,557.10,7.21,0.06,512.01,0.00,0.00,-1.87,0,0,1,0,0,1,0,0
148428,8.11,5.14,3.31,554.57,9.75,4.99,519.58,0.00,0.00,-1.91,0,0,1,0,0,1,0,0
148517,8.09,5.14,3.31,554.57,4.67,0.06,514.53,0.00,0.00,-1.91,0,0,1,0,0,1,0,0
148606,8.15,5.16,3.32,552.03,7.21,0.06,517.06,0.00,0.00,-1.91,0,0,1,0,0,1,0,0
148695,8.13,5.14,3.31,552.03,9.75,0.06,509.48,0.00,0.00,-1.93,0,0,1,0,0,1,0,0
148784,8.11,5.14,3.31,554.57,7.21,0.06,512.01,0.00,0.00,-1.92,0,0,1,0,0,1,0,0
148873,8.13,5.15,3.32,554.57,7.21,0.06,512.01,0.00,0.00,-1.94,0,0,1,0,0,1,0,0
148962,8.15,5.15,3.32,554.57,9.75,0.06,514.53,0.00,0.00,-1.96,0,0,1,0,0,1,0,0
149051,8.13,5.15,3.32,554.57,9.75,0.06,514.53,0.00,0.00,-1.98,0,0,1,0,0,1,0,0
149140,8.13,5.17,3.32,554.57,9.75,2.52,517.06,0.00,0.00,-1.98,0,0,1,0,0,1,0,0
149229,8.13,5.14,3.31,554.57,7.21,0.06,514.53,0.00,0.00,-1.99,0,0,1,0,0,1,0,0
149318,8.13,5.15,3.31,552.03,4.67,0.06,512.01,0.00,0.00,-2.01,0,0,1,0,0,1,0,0
149407,8.13,5.16,3.32,554.57,7.21,2.52,514.53,0.00,0.00,-2.01,0,0,1,0,0,1,0,0
149496,8.11,5.15,3.30,552.03,7.21,0.06,509.48,0.00,0.00,-2.01,0,0,1,0,0,1,0,0
149585,8.16,5.14,3.31,554.57,7.21,2.52,517.06,0.00,0.00,-2.03,0,0,1,0,0,1,0,0
149674,8.13,5.15,3.30,554.57,7.21,0.06,512.01,0.00,0.00,-2.05,0,0,1,0,0,1,0,0
149763,8.13,5.15,3.31,554.57,9.75,2.52,517.06,0.00,0.00,-2.07,0,0,1,0,0,1,0,0
149852,8.13,5.16,3.32,552.03,7.21,2.52,514.53,0.00,0.00,-2.06,0,0,1,0,0,1,0,0
149941,8.15,5.15,3.32,549.49,9.75,0.06,517.06,0.00,0.00,-2.07,0,0,1,0,0,1,0,0
150030,8.13,5.17,3.32,554.57,9.75,2.52,512.01,0.00,0.00,-2.10,0,0,1,0,0,1,0,0
150119,8.16,5.15,3.31,554.57,9.75,0.06,517.06,0.00,0.00,-2.11,0,0,1,0,0,1,0,0
150208,8.11,5.14,3.31,552.03,7.21,0.06,517.06,0.00,0.00,-2.13,0,0,1,0,0,1,0,0
150297,8.18,5.15,3.31,554.57,9.75,-2.40,509.48,0.00,0.00,-2.14,0,0,1,0,0,1,0,0
150386,8.11,5.15,3.31,552.03,7.21,0.06,512.01,0.00,0.00,-2.14,0,0,1,0,0,1,0,0
150475,8.13,5.17,3.32,554.57,7.21,0.06,514.53,0.00,0.00,-2.14,0,0,1,0,0,1,0,0
150564,8.15,5.14,3.31,552.03,9.75,0.06,514.53,0.00,0.00,-2.14,0,0,1,0,0,1,0,0
150652,8.16,5.15,3.31,552.03,9.75,0.06,514.53,0.00,0.00,-2.15,0,0,1,0,0,1,0,0
150741,8.15,5.17,3.32,554.57,9.75,0.06,514.53,0.00,0.00,-2.18,0,0,1,0,0,1,0,0
150830,8.13,5.16,3.32,552.03,7.21,0.06,509.48,0.00,0.00,-2.19,0,0,1,0,0,1,0,0
150919,8.13,5.15,3.31,552.03,7.21,0.06,514.53,0.00,0.00,-2.19,0,0,1,0,0,1,0,0
151008,8.13,5.17,3.32,552.03,9.75,2.52,512.01,0.00,0.00,-2.20,0,0,1,0,0,1,0,0
151097,8.13,5.17,3.32,552.03,9.75,0.06,512.01,0.00,0.00,-2.20,0,0,1,0,0,1,0,0
151186,8.13,5.14,3.31,552.03,7.21,2.52,517.06,0.00,0.00,-2.24,0,0,1,0,0,1,0,0
151275,8.15,5.17,3.32,552.03,7.21,0.06,509.48,0.00,0.00,-2.25,0,0,1,0,0,1,0,0
151364,8.15,5.15,3.31,552.03,7.21,2.52,517.06,0.00,0.00,-2.26,0,0,1,0,0,1,0,0
151453,8.15,5.17,3.32,552.03,9.75,2.52,514.53,0.00,0.00,-2.29,0,0,1,0,0,1,0,0
151542,8.13,5.17,3.32,552.03,7.21,2.52,512.01,0.00,0.00,-2.28,0,0,1,0,0,1,0,0
151631,8.11,5.15,3.31,552.03,7.21,2.52,517.06,0.00,0.00,-2.29,0,0,1,0,0,1,0,0
151720,8.09,5.14,3.31,552.03,7.21,-2.40,509.48,0.00,0.00,-2.32,0,0,1,0,0,1,0,0
151809,8.11,5.15,3.31,552.03,7.21,0.06,514.53,0.00,0.00,-2.31,0,0,1,0,0,1,0,0
