Time[ms],BATT[V],5V[V],RADIO[V],PT1[psi],PT2[psi],PT3[psi],PT4[psi],PT5[psi],PT6[psi],LC[lbf],C1,C2,FILL,VENT,MOV,ARM,PY1,PY2
3891,8.13,5.05,3.32,14.19,9.75,0.06,9.60,0.00,0.00,-0.05,0,0,0,0,0,0,0,0
4892,8.16,5.05,3.32,16.73,9.75,2.52,24.75,0.00,0.00,0.04,0,0,0,0,0,0,0,0
5893,8.11,5.07,3.32,14.19,9.75,-2.40,19.70,0.00,0.00,0.07,0,0,0,0,0,0,0,0
6894,8.09,5.06,3.32,14.19,7.21,0.06,7.08,0.00,0.00,0.13,0,0,0,0,0,0,0,0
7895,8.18,5.06,3.31,16.73,9.75,2.52,17.18,0.00,0.00,0.12,0,0,0,0,0,0,0,0
8896,8.16,5.06,3.32,14.19,9.75,2.52,7.08,0.00,0.00,0.11,0,0,0,0,0,0,0,0
9897,8.11,5.06,3.31,16.73,7.21,-2.40,4.55,0.00,0.00,0.16,0,0,0,0,0,0,0,0
10898,8.15,5.06,3.32,14.19,9.75,4.99,7.08,0.00,0.00,0.15,0,0,0,0,0,0,0,0
11899,8.15,5.07,3.32,16.73,7.21,0.06,22.22,0.00,0.00,0.15,0,0,0,0,0,0,0,0
12900,8.15,5.05,3.31,14.19,9.75,2.52,24.75,0.00,0.00,0.16,0,0,0,1,0,0,0,0
13901,8.15,5.05,3.31,14.19,9.75,2.52,7.08,0.00,0.00,0.16,0,0,0,1,0,0,0,0
14902,8.09,5.05,3.31,16.73,7.21,0.06,7.08,0.00,0.00,0.15,0,0,0,1,0,0,0,0
15903,8.08,5.05,3.31,11.65,9.75,0.06,4.55,0.00,0.00,0.16,0,0,0,1,0,0,0,0
16904,8.15,5.05,3.31,14.19,7.21,4.99,19.70,0.00,0.00,0.17,0,0,0,1,0,0,0,0
17905,8.11,5.05,3.31,14.19,7.21,0.06,9.60,0.00,0.00,0.21,0,0,0,1,0,0,0,0
18906,8.15,5.06,3.32,14.19,7.21,2.52,-0.50,0.00,0.00,0.18,0,0,0,1,0,0,0,0
19907,8.15,5.05,3.31,14.19,9.75,4.99,14.65,0.00,0.00,0.18,0,0,0,1,0,0,0,0
20908,8.13,5.06,3.31,16.73,7.21,2.52,-0.50,0.00,0.00,0.17,0,0,0,1,0,0,0,0
21909,8.13,5.07,3.31,14.19,9.75,2.52,2.03,0.00,0.00,0.18,0,0,0,1,0,0,0,0
22910,8.13,5.06,3.32,14.19,9.75,0.06,14.65,0.00,0.00,0.22,0,0,0,1,0,0,0,0
23911,8.08,5.06,3.32,14.19,7.21,-2.40,2.03,0.00,0.00,0.22,0,0,0,1,0,0,0,0
24912,8.09,5.05,3.31,14.19,7.21,0.06,12.13,0.00,0.00,0.18,0,0,0,1,0,0,0,0
25913,8.13,5.05,3.32,14.19,7.21,0.06,14.65,0.00,0.00,0.19,0,0,0,1,0,0,0,0
26914,8.08,5.06,3.31,14.19,9.75,0.06,9.60,0.00,0.00,0.21,0,0,0,1,0,0,0,0
27915,8.15,5.06,3.32,14.19,9.75,4.99,17.18,0.00,0.00,0.23,0,0,0,1,0,0,0,0
28916,8.09,5.04,3.31,14.19,7.21,0.06,2.03,0.00,0.00,0.38,0,0,0,1,0,0,0,0
29917,8.15,5.04,3.31,14.19,9.75,0.06,2.03,0.00,0.00,0.19,0,0,0,1,0,0,0,0
30918,8.15,5.07,3.32,14.19,7.21,2.52,14.65,0.00,0.00,0.13,0,0,0,1,0,0,0,0
31919,8.11,5.04,3.31,16.73,7.21,2.52,12.13,0.00,0.00,0.18,0,0,0,1,0,0,0,0
32920,8.15,5.04,3.31,14.19,7.21,2.52,12.13,0.00,0.00,0.24,0,0,0,1,0,0,0,0
33921,8.11,5.06,3.32,16.73,9.75,2.52,12.13,0.00,0.00,0.22,0,0,0,1,0,0,0,0
34922,8.11,5.05,3.31,16.73,7.21,0.06,12.13,0.00,0.00,0.24,0,0,0,1,0,0,0,0
35923,8.09,5.05,3.31,14.19,4.67,0.06,7.08,0.00,0.00,0.24,0,0,0,1,0,0,0,0
36924,8.11,5.07,3.32,14.19,9.75,2.52,7.08,0.00,0.00,0.26,0,0,0,1,0,0,0,0
37925,8.08,5.04,3.32,14.19,4.67,0.06,7.08,0.00,0.00,0.30,0,0,0,1,0,0,0,0
38926,8.13,5.06,3.32,14.19,7.21,2.52,14.65,0.00,0.00,0.30,0,0,0,1,0,0,0,0
39927,8.09,5.05,3.31,14.19,9.75,0.06,19.70,0.00,0.00,0.27,0,0,0,1,0,0,0,0
40928,8.09,5.04,3.31,14.19,9.75,0.06,-0.50,0.00,0.00,0.26,0,0,0,1,0,0,0,0
41929,8.09,5.06,3.32,14.19,9.75,0.06,7.08,0.00,0.00,0.26,0,0,0,1,0,0,0,0
42930,8.11,5.04,3.31,16.73,9.75,2.52,22.22,0.00,0.00,0.36,0,0,0,1,0,0,0,0
43931,8.15,5.05,3.31,14.19,9.75,2.52,17.18,0.00,0.00,0.36,0,0,0,1,0,0,0,0
44932,8.15,5.05,3.32,14.19,7.21,2.52,19.70,0.00,0.00,0.37,0,0,0,1,0,0,0,0
45933,8.09,5.06,3.32,14.19,9.75,2.52,14.65,0.00,0.00,0.38,0,0,0,1,0,0,0,0
46934,8.11,5.03,3.31,16.73,7.21,2.52,24.75,0.00,0.00,0.47,0,0,0,1,0,0,0,0
47935,8.08,5.05,3.31,16.73,7.21,0.06,12.13,0.00,0.00,0.48,0,0,0,1,0,0,0,0
48936,8.13,5.05,3.31,14.19,9.75,2.52,2.03,0.00,0.00,0.50,0,0,0,1,0,0,0,0
49937,8.15,5.06,3.31,14.19,7.21,4.99,9.60,0.00,0.00,0.44,0,0,0,1,0,0,0,0
50938,8.09,5.05,3.32,14.19,7.21,0.06,-0.50,0.00,0.00,0.45,0,0,0,1,0,0,0,0
51939,8.09,5.06,3.32,14.19,7.21,0.06,-0.50,0.00,0.00,0.46,0,0,0,1,0,0,0,0
52940,8.09,5.06,3.31,14.19,7.21,0.06,17.18,0.00,0.00,0.50,0,0,0,1,0,0,0,0
53941,8.15,5.04,3.31,14.19,9.75,4.99,19.70,0.00,0.00,0.51,0,0,0,1,0,0,0,0
54942,8.11,5.05,3.32,14.19,7.21,2.52,2.03,0.00,0.00,0.47,0,0,0,1,0,0,0,0
55943,8.13,5.07,3.32,14.19,7.21,-2.40,-3.02,0.00,0.00,0.45,0,0,0,1,0,0,0,0
56944,8.09,5.06,3.32,14.19,9.75,0.06,9.60,0.00,0.00,0.49,0,0,0,1,0,0,0,0
57945,8.15,5.07,3.32,14.19,9.75,2.52,-3.02,0.00,0.00,0.45,0,0,0,1,0,0,0,0
58946,8.09,5.05,3.32,16.73,7.21,0.06,14.65,0.00,0.00,0.47,0,0,0,1,0,0,0,0
59947,8.11,5.04,3.31,14.19,7.21,0.06,-3.02,0.00,0.00,0.48,0,0,0,1,0,0,0,0
60948,8.09,5.04,3.32,14.19,7.21,2.52,24.75,0.00,0.00,0.45,0,0,0,1,0,0,0,0
61949,8.13,5.05,3.31,14.19,9.75,4.99,9.60,0.00,0.00,0.47,0,0,0,1,0,0,0,0
62950,8.15,5.07,3.31,14.19,7.21,2.52,2.03,0.00,0.00,0.46,0,0,0,1,0,0,0,0
63951,8.09,5.05,3.31,14.19,7.21,2.52,14.65,0.00,0.00,0.46,0,0,0,1,0,0,0,0
64952,8.08,5.06,3.32,14.19,9.75,2.52,17.18,0.00,0.00,0.46,0,0,0,1,0,0,0,0
65953,8.11,5.05,3.32,171.48,9.75,2.52,19.70,0.00,0.00,0.43,0,0,0,1,0,0,0,0
66954,8.11,5.06,3.32,605.31,7.21,0.06,22.22,0.00,0.00,0.46,0,0,0,1,0,0,0,0
67955,8.15,5.06,3.31,615.45,7.21,2.52,12.13,0.00,0.00,0.45,0,0,0,1,0,0,0,0
68956,8.15,5.06,3.31,617.99,9.75,2.52,2.03,0.00,0.00,0.46,0,0,0,1,0,0,0,0
69957,8.09,5.04,3.31,620.53,7.21,0.06,9.60,0.00,0.00,0.46,0,0,0,1,0,0,0,0
70958,8.11,5.05,3.31,623.06,9.75,0.06,22.22,0.00,0.00,0.46,0,0,0,1,0,0,0,0
71959,8.16,5.06,3.31,620.53,9.75,4.99,22.22,0.00,0.00,0.48,0,0,0,1,0,0,0,0
72960,8.09,5.06,3.31,620.53,7.21,0.06,-0.50,0.00,0.00,0.46,0,0,0,1,0,0,0,0
73961,8.09,5.06,3.32,620.53,7.21,0.06,2.03,0.00,0.00,0.45,0,0,0,1,0,0,0,0
74962,8.13,5.03,3.31,623.06,7.21,0.06,19.70,0.00,0.00,0.45,0,0,0,1,0,0,0,0
75963,8.11,5.04,3.31,620.53,7.21,0.06,4.55,0.00,0.00,0.45,0,0,0,1,0,0,0,0
76964,8.15,5.07,3.32,623.06,4.67,0.06,4.55,0.00,0.00,0.44,0,0,0,1,0,0,0,0
77965,8.08,5.03,3.31,620.53,9.75,0.06,-0.50,0.00,0.00,0.45,0,0,0,1,0,0,0,0
78966,8.08,5.06,3.31,620.53,7.21,0.06,4.55,0.00,0.00,0.48,0,0,0,1,0,0,0,0
79967,8.13,5.07,3.32,625.60,7.21,2.52,14.65,0.00,0.00,0.50,0,0,0,1,0,0,0,0
80968,8.08,5.05,3.31,620.53,9.75,2.52,9.60,0.00,0.00,0.48,0,0,0,1,0,0,0,0
81969,8.15,5.05,3.31,623.06,7.21,2.52,24.75,0.00,0.00,0.49,0,0,0,1,0,0,0,0
82992,8.13,5.05,3.32,620.53,9.75,2.52,22.22,0.00,0.00,0.48,0,0,0,1,0,0,0,0
83971,8.08,5.05,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.51,0,0,0,1,0,0,0,0
84995,8.11,5.04,3.31,623.06,7.21,2.52,22.22,0.00,0.00,0.53,0,0,0,1,0,0,0,0
85998,8.09,5.06,3.32,620.53,9.75,-2.40,-0.50,0.00,0.00,0.53,0,0,0,1,0,0,0,0
86974,8.11,5.07,3.32,620.53,7.21,0.06,2.03,0.00,0.00,0.52,0,0,0,1,0,0,0,0
87998,8.08,5.04,3.31,620.53,9.75,2.52,12.13,0.00,0.00,0.53,0,0,0,1,0,0,0,0
89001,8.15,5.04,3.31,623.06,7.21,2.52,14.65,0.00,0.00,0.55,0,0,0,1,0,0,0,0
89977,8.13,5.06,3.31,623.06,9.75,2.52,14.65,0.00,0.00,0.54,0,0,0,1,0,0,0,0
91002,8.08,5.06,3.32,620.53,9.75,2.52,7.08,0.00,0.00,0.56,0,0,0,1,0,0,0,0
92004,8.08,5.05,3.31,623.06,9.75,2.52,7.08,0.00,0.00,0.58,0,0,0,1,0,0,0,0
92980,8.15,5.06,3.31,623.06,7.21,0.06,4.55,0.00,0.00,0.57,0,0,0,1,0,0,0,0
94004,8.11,5.05,3.31,623.06,7.21,0.06,2.03,0.00,0.00,0.59,0,0,0,1,0,0,0,0
95072,8.09,5.06,3.31,620.53,7.21,0.06,4.55,0.00,0.00,0.57,0,0,0,1,0,0,0,0
95983,8.13,5.05,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.60,0,0,0,1,0,0,0,0
97006,8.09,5.04,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.57,0,0,0,1,0,0,0,0
98008,8.08,5.05,3.31,620.53,9.75,0.06,12.13,0.00,0.00,0.53,0,0,0,1,0,0,0,0
98986,8.09,5.05,3.31,620.53,4.67,0.06,-5.55,0.00,0.00,0.56,0,0,0,1,0,0,0,0
100009,8.09,5.05,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.59,0,0,0,1,0,1,0,0
100043,8.09,5.04,3.31,623.06,7.21,0.06,4.55,0.00,0.00,0.55,0,0,0,1,0,1,0,0
100052,8.08,5.04,3.32,620.53,7.21,0.06,2.03,0.00,0.00,0.57,0,0,0,1,0,1,0,0
100147,8.09,5.05,3.30,620.53,9.75,0.06,4.55,0.00,0.00,0.58,0,0,0,1,0,1,0,0
100237,8.09,5.04,3.31,623.06,7.21,0.06,7.08,0.00,0.00,0.58,0,0,0,1,0,1,0,0
100303,8.13,5.03,3.31,623.06,9.75,4.99,14.65,0.00,0.00,0.61,0,0,0,1,0,1,0,0
100413,8.11,5.05,3.32,623.06,9.75,2.52,14.65,0.00,0.00,0.60,0,0,0,1,0,1,0,0
100504,8.09,5.05,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.58,0,0,0,1,0,1,0,0
100569,8.13,5.05,3.31,623.06,9.75,2.52,12.13,0.00,0.00,0.58,0,0,0,1,0,1,0,0
100680,8.08,5.06,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.59,0,0,0,1,0,1,0,0
100771,8.13,5.05,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.61,0,0,0,1,0,1,0,0
100836,8.11,5.05,3.32,623.06,9.75,0.06,9.60,0.00,0.00,0.63,0,0,0,1,0,1,0,0
100925,8.11,5.06,3.31,623.06,7.21,0.06,2.03,0.00,0.00,0.60,0,0,0,1,0,1,0,0
101036,8.11,5.06,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.60,0,0,0,1,0,1,0,0
101126,8.09,5.05,3.31,625.60,9.75,2.52,9.60,0.00,0.00,0.61,0,0,0,1,0,1,0,0
101192,8.11,5.05,3.32,623.06,7.21,0.06,14.65,0.00,0.00,0.62,0,0,0,1,0,1,0,0
101303,8.11,5.07,3.33,623.06,9.75,2.52,7.08,0.00,0.00,0.60,0,0,0,1,0,1,0,0
101393,8.09,5.07,3.32,623.06,9.75,0.06,2.03,0.00,0.00,0.60,0,0,0,1,0,1,0,0
101459,8.13,5.06,3.32,623.06,9.75,0.06,7.08,0.00,0.00,0.61,0,0,0,1,0,1,0,0
101548,8.09,5.04,3.32,623.06,7.21,0.06,9.60,0.00,0.00,0.62,0,0,0,1,0,1,0,0
101558,8.09,5.06,3.31,623.06,7.21,0.06,2.03,0.00,0.00,0.62,0,0,0,1,0,1,0,0
101637,8.13,5.05,3.31,623.06,9.75,0.06,19.70,0.00,0.00,0.60,0,0,0,1,0,1,0,0
101726,8.08,5.04,3.31,623.06,7.21,0.06,4.55,0.00,0.00,0.59,0,0,0,1,0,1,0,0
101814,8.11,5.04,3.32,620.53,7.21,2.52,7.08,0.00,0.00,0.61,0,0,0,1,0,1,0,0
101903,8.13,5.06,3.31,623.06,7.21,0.06,-0.50,0.00,0.00,0.57,0,0,0,1,0,1,0,0
101992,8.11,5.07,3.32,620.53,7.21,2.52,4.55,0.00,0.00,0.60,0,0,0,1,0,1,0,0
102081,8.09,5.06,3.32,623.06,7.21,0.06,7.08,0.00,0.00,0.60,0,0,0,1,0,1,0,0
102170,8.09,5.05,3.31,620.53,7.21,0.06,7.08,0.00,0.00,0.59,0,0,0,1,0,1,0,0
102259,8.13,5.07,3.32,623.06,7.21,2.52,7.08,0.00,0.00,0.59,0,0,0,1,0,1,0,0
102348,8.11,5.06,3.31,620.53,9.75,2.52,12.13,0.00,0.00,0.56,0,0,0,1,0,1,0,0
102437,8.09,5.05,3.32,623.06,9.75,0.06,4.55,0.00,0.00,0.56,0,0,0,1,0,1,0,0
102526,8.08,5.05,3.31,623.06,7.21,0.06,4.55,0.00,0.00,0.59,0,0,0,1,0,1,0,0
102615,8.09,5.06,3.32,623.06,7.21,0.06,4.55,0.00,0.00,0.58,0,0,0,1,0,1,0,0
102704,8.11,5.06,3.31,623.06,9.75,2.52,12.13,0.00,0.00,0.58,0,0,0,1,0,1,0,0
102793,8.11,5.05,3.32,620.53,7.21,0.06,9.60,0.00,0.00,0.59,0,0,0,1,0,1,0,0
102882,8.08,5.06,3.31,623.06,7.21,0.06,7.08,0.00,0.00,0.57,0,0,0,1,0,1,0,0
102971,8.13,5.06,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.60,0,0,0,1,0,1,0,0
103059,8.15,5.04,3.31,623.06,9.75,-2.40,19.70,0.00,0.00,0.60,0,0,0,1,0,1,0,0
103148,8.08,5.04,3.31,623.06,9.75,2.52,12.13,0.00,0.00,0.61,0,0,0,1,0,1,0,0
103237,8.11,5.05,3.31,623.06,9.75,2.52,14.65,0.00,0.00,0.62,0,0,0,1,0,1,0,0
103326,8.08,5.05,3.31,620.53,7.21,0.06,7.08,0.00,0.00,0.62,0,0,0,1,0,1,0,0
103415,8.09,5.05,3.31,623.06,9.75,2.52,14.65,0.00,0.00,0.64,0,0,0,1,0,1,0,0
103504,8.11,5.04,3.32,620.53,9.75,2.52,9.60,0.00,0.00,0.68,0,0,0,1,0,1,0,0
103593,8.11,5.05,3.31,623.06,7.21,0.06,14.65,0.00,0.00,0.64,0,0,0,1,0,1,0,0
103682,8.13,5.05,3.32,620.53,9.75,2.52,9.60,0.00,0.00,0.62,0,0,0,1,0,1,0,0
103771,8.15,5.04,3.31,623.06,9.75,2.52,4.55,0.00,0.00,0.62,0,0,0,1,0,1,0,0
103860,8.11,5.04,3.32,623.06,9.75,2.52,14.65,0.00,0.00,0.64,0,0,0,1,0,1,0,0
103949,8.11,5.05,3.31,623.06,9.75,0.06,7.08,0.00,0.00,0.61,0,0,0,1,0,1,0,0
104038,8.11,5.05,3.31,623.06,7.21,0.06,9.60,0.00,0.00,0.60,0,0,0,1,0,1,0,0
104127,8.11,5.05,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.60,0,0,0,1,0,1,0,0
104215,8.11,5.04,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.62,0,0,0,1,0,1,0,0
104304,8.09,5.05,3.31,623.06,7.21,0.06,4.55,0.00,0.00,0.64,0,0,0,1,0,1,0,0
104393,8.11,5.05,3.32,623.06,12.29,2.52,12.13,0.00,0.00,0.64,0,0,0,1,0,1,0,0
104482,8.09,5.04,3.31,623.06,9.75,0.06,17.18,0.00,0.00,0.64,0,0,0,1,0,1,0,0
104571,8.13,5.05,3.31,625.60,7.21,2.52,4.55,0.00,0.00,0.65,0,0,0,1,0,1,0,0
104660,8.15,5.06,3.31,623.06,9.75,2.52,19.70,0.00,0.00,0.63,0,0,0,1,0,1,0,0
104749,8.09,5.05,3.31,623.06,7.21,0.06,7.08,0.00,0.00,0.66,0,0,0,1,0,1,0,0
104838,8.13,5.05,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,1,0,1,0,0
104848,8.11,5.05,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,1,0,1,0,0
104927,8.09,5.06,3.31,623.06,9.75,2.52,14.65,0.00,0.00,0.65,0,0,0,1,0,1,0,0
105016,8.11,5.06,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.61,0,0,0,1,0,1,0,0
105105,8.11,5.05,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.64,0,0,0,1,0,1,0,0
105194,8.09,5.06,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.66,0,0,0,1,0,1,0,0
105283,8.09,5.05,3.31,623.06,7.21,0.06,17.18,0.00,0.00,0.63,0,0,0,1,0,1,0,0
105372,8.13,5.05,3.31,623.06,9.75,2.52,12.13,0.00,0.00,0.66,0,0,0,0,0,1,0,0
105460,8.09,5.06,3.32,623.06,7.21,0.06,4.55,0.00,0.00,0.66,0,0,0,0,0,1,0,0
105549,8.06,5.03,3.31,620.53,7.21,2.52,4.55,0.00,0.00,0.67,0,0,0,0,0,1,0,0
105638,8.06,5.06,3.32,625.60,7.21,2.52,2.03,0.00,0.00,0.68,0,0,0,0,0,1,0,0
105727,8.09,5.04,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.67,0,0,0,0,0,1,0,0
105816,8.11,5.05,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,0,0,1,0,0
105905,8.15,5.06,3.32,623.06,9.75,0.06,2.03,0.00,0.00,0.67,0,0,0,0,0,1,0,0
105994,8.11,5.05,3.31,623.06,7.21,0.06,19.70,0.00,0.00,0.66,0,0,0,0,0,1,0,0
106105,8.06,5.04,3.30,628.14,7.21,-2.40,14.65,0.00,0.00,0.66,0,0,0,0,0,1,0,0
106172,8.13,5.06,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.66,0,0,0,0,0,1,0,0
106261,8.15,5.05,3.30,617.99,7.21,0.06,-3.02,0.00,0.00,0.65,0,0,0,0,0,1,0,0
106350,8.09,5.05,3.31,623.06,9.75,2.52,17.18,0.00,0.00,0.68,0,0,0,0,0,1,0,0
106439,8.13,5.07,3.30,625.60,7.21,2.52,12.13,0.00,0.00,0.68,0,0,0,0,0,1,0,0
106528,8.15,5.06,3.31,623.06,9.75,2.52,12.13,0.00,0.00,0.67,0,0,0,0,0,1,0,0
106616,8.08,5.05,3.31,623.06,7.21,2.52,14.65,0.00,0.00,0.68,0,0,0,0,0,1,0,0
106705,8.08,5.06,3.31,625.60,9.75,2.52,7.08,0.00,0.00,0.65,0,0,0,0,0,1,0,0
106794,8.08,5.06,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.66,0,0,0,0,0,1,0,0
106883,8.11,5.06,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.67,0,0,0,0,0,1,0,0
106972,8.13,5.05,3.31,623.06,7.21,0.06,7.08,0.00,0.00,0.68,0,0,0,0,0,1,0,0
107061,8.11,5.06,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.70,0,0,0,0,0,1,0,0
107150,8.11,5.07,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,0,0,1,0,0
107239,8.06,5.05,3.31,623.06,9.75,0.06,12.13,0.00,0.00,0.67,0,0,0,0,0,1,0,0
107328,8.13,5.05,3.32,623.06,7.21,2.52,12.13,0.00,0.00,0.68,0,0,0,0,0,1,0,0
107417,8.13,5.05,3.30,623.06,7.21,4.99,14.65,0.00,0.00,0.67,0,0,0,0,0,1,0,0
107506,8.11,5.06,3.31,623.06,9.75,2.52,14.65,0.00,0.00,0.66,0,0,0,0,0,1,0,0
107595,8.13,5.07,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.69,0,0,0,0,0,1,0,0
107684,8.13,5.07,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.68,0,0,0,0,0,1,0,0
107772,8.13,5.07,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.69,0,0,0,0,0,1,0,0
107783,8.09,5.04,3.31,623.06,7.21,0.06,9.60,0.00,0.00,0.69,0,0,0,0,0,1,0,0
107861,8.16,5.06,3.31,623.06,9.75,0.06,14.65,0.00,0.00,0.69,0,0,0,0,0,1,0,0
107950,8.09,5.05,3.31,623.06,7.21,0.06,2.03,0.00,0.00,0.67,0,0,0,0,0,1,0,0
108039,8.15,5.07,3.31,623.06,9.75,2.52,9.60,0.00,0.00,0.69,0,0,0,0,0,1,0,0
108128,8.13,5.07,3.32,623.06,9.75,0.06,12.13,0.00,0.00,0.68,0,0,0,0,0,1,0,0
108217,8.08,5.06,3.32,623.06,9.75,0.06,-0.50,0.00,0.00,0.67,0,0,0,0,0,1,0,0
108306,8.09,5.04,3.31,623.06,7.21,2.52,12.13,0.00,0.00,0.66,0,0,0,0,0,1,0,0
108395,8.15,5.06,3.30,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,0,0,1,0,0
108484,8.11,5.08,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.67,0,0,0,0,0,1,0,0
108573,8.08,5.06,3.30,623.06,7.21,0.06,12.13,0.00,0.00,0.69,0,0,0,0,0,1,0,0
108662,8.16,5.05,3.31,620.53,7.21,0.06,4.55,0.00,0.00,0.68,0,0,0,0,0,1,0,0
108751,8.11,5.05,3.30,625.60,9.75,2.52,12.13,0.00,0.00,0.69,0,0,0,0,0,1,0,0
108840,8.13,5.07,3.32,623.06,9.75,2.52,12.13,0.00,0.00,0.69,0,0,0,0,0,1,0,0
108929,8.15,5.07,3.31,623.06,7.21,2.52,12.13,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109018,8.11,5.05,3.31,620.53,7.21,0.06,2.03,0.00,0.00,0.67,0,0,0,0,0,1,0,0
109106,8.11,5.08,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.68,0,0,0,0,0,1,0,0
109195,8.13,5.07,3.32,623.06,9.75,0.06,12.13,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109284,8.13,5.06,3.32,623.06,9.75,0.06,7.08,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109373,8.08,5.05,3.32,623.06,7.21,0.06,12.13,0.00,0.00,0.70,0,0,0,0,0,1,0,0
109462,8.15,5.06,3.32,623.06,12.29,2.52,9.60,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109551,8.08,5.05,3.30,620.53,9.75,4.99,22.22,0.00,0.00,0.70,0,0,0,0,0,1,0,0
109640,8.13,5.06,3.32,623.06,7.21,0.06,2.03,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109729,8.08,5.05,3.30,620.53,7.21,0.06,7.08,0.00,0.00,0.67,0,0,0,0,0,1,0,0
109818,8.06,5.06,3.31,620.53,7.21,0.06,7.08,0.00,0.00,0.68,0,0,0,0,0,1,0,0
109907,8.11,5.06,3.31,623.06,7.21,0.06,7.08,0.00,0.00,0.69,0,0,0,0,0,1,0,0
109996,8.13,5.06,3.32,623.06,9.75,2.52,9.60,0.00,0.00,0.68,0,0,1,0,0,1,0,0
110085,8.11,5.05,3.31,623.06,9.75,0.06,9.60,0.00,0.00,0.69,0,0,1,0,0,1,0,0
110174,8.09,5.05,3.31,620.53,7.21,0.06,4.55,0.00,0.00,0.68,0,0,1,0,0,1,0,0
110262,8.11,5.05,3.32,623.06,9.75,4.99,14.65,0.00,0.00,0.69,0,0,1,0,0,1,0,0
110351,8.08,5.04,3.31,617.99,9.75,2.52,12.13,0.00,0.00,0.70,0,0,1,0,0,1,0,0
110440,8.09,5.05,3.32,615.45,7.21,0.06,9.60,0.00,0.00,0.70,0,0,1,0,0,1,0,0
110529,8.09,5.06,3.32,615.45,7.21,0.06,24.75,0.00,0.00,0.90,0,0,1,0,0,1,0,0
110618,8.13,5.15,3.32,615.45,9.75,2.52,34.85,0.00,0.00,1.36,0,0,1,0,0,1,0,0
110707,8.09,5.07,3.30,615.45,9.75,2.52,42.42,0.00,0.00,1.88,0,0,1,0,0,1,0,0
110796,8.11,5.12,3.31,612.92,4.67,0.06,60.09,0.00,0.00,2.07,0,0,1,0,0,1,0,0
110885,8.13,5.12,3.30,610.38,7.21,0.06,70.19,0.00,0.00,1.77,0,0,1,0,0,1,0,0
110966,8.15,5.14,3.32,610.38,9.75,0.06,80.29,0.00,0.00,30.97,0,0,1,0,0,1,0,0
110976,8.13,5.14,3.31,612.92,9.75,2.52,77.77,0.00,0.00,1.21,0,0,1,0,0,1,0,0
111063,8.13,5.14,3.31,610.38,9.75,2.52,92.91,0.00,0.00,0.44,0,0,1,0,0,1,0,0
111152,8.13,5.14,3.32,610.38,9.75,2.52,108.06,0.00,0.00,-0.09,0,0,1,0,0,1,0,0
111241,8.13,5.12,3.31,607.84,7.21,2.52,120.69,0.00,0.00,-0.47,0,0,1,0,0,1,0,0
111251,8.13,5.15,3.33,610.38,9.75,2.52,118.16,0.00,0.00,-0.47,0,0,1,0,0,1,0,0
111330,8.09,5.12,3.31,610.38,9.75,0.06,145.93,0.00,0.00,-0.41,0,0,1,0,0,1,0,0
111419,8.13,5.14,3.32,607.84,9.75,2.52,145.93,0.00,0.00,-0.21,0,0,1,0,0,1,0,0
111508,8.11,5.14,3.31,607.84,9.75,2.52,166.13,0.00,0.00,-0.25,0,0,1,0,0,1,0,0
111597,8.11,5.12,3.31,605.31,7.21,0.06,176.23,0.00,0.00,-0.17,0,0,1,0,0,1,0,0
111686,8.11,5.12,3.32,602.77,7.21,0.06,186.33,0.00,0.00,0.30,0,0,1,0,0,1,0,0
